,Document,Topic,Name,CustomName,Top_n_words,Representative_document
597,dinlen tesis yemek yemek pilav say porsiyon minimum yarım porsiyon başla güven yer hal yer jandarma,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
598,başarı kız küçük trafik kaza sonuç ayak alçı alın kız ihtiyaç istikamet durum başörtü orta yaş temiz görev tahmin tekerlek sandalye getir kız ihtiyaç yardımcı bekle yolcu eden yardımcı kurum gurur verici teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
599,istanbul dan çıkar uğra yer ihtiyaç_mola güzel,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
600,güzel işle hava rahat mola bol seçenek mescit,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
601,anlam gurbet mekan yazın almanya fransa plaka dolu bol yemek yiyecek içecek takıl yer,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
602,ara herşey yer özellikle kasa dur kahve alabil nokta güzel sandviç koy deneme fayda can oran kahve içmek iste starbucks burger king vb yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
603,hız kalite güler_yüz hizmet alıp etmek iste dolayısıyla vakit kıymet uğra,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
604,tüketim gün bak acele etmeyebil ürün sulan paket bariz belli,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
605,mehmet olma_rağmen aşırı olup rağmen hücum selam,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
606,ayrı hava tavır tarz sinir edici an almak_iste huzur,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
607,önce uğra şok giriş çam ağaç süs sen ad mehmetçik_vakıf yazık,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
608,mehmetçik ad kullan gıcık kutsal mehmetçik kelime art saklan berbat işle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
609,saat tesis bulun wc kap çocuk taraf bulun tesis yetiş,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
610,aşağı personel rezil kötü yetkili yaz,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
611,berbat tesis tuvalet sabun,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
612,yemek artık berbat yemek yemek can at an san özel sektör soğuk yemek kalite kadar eski_hal dönme dile not tavsiye,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
613,tuvalet millet dışarı sıra_bekle,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
614,şimdi mükemmel tesis personel hız güler_yüz ilgili alaka bölüm starbucks kahve köşe lavabo temiz bahset bulun konu istikamet içeri başka tesis yok,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
615,bayram arife uğra oldukça kalabalık sıra_bekle zor_kal,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
616,büyük ihtiyaç tuvalet artık standart hal goldies im çocuk başka_yer lavabo kullan alan kahve keyif,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
617,güzel ihtiyaç_mola nokta wc temiz ihtiyaç fazla içeri ross san bölüm,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
618,hizmet ilerle tuvalet pırıl_pırıl bölüm önce dolu çevre geniş otopark alan mevcut gerçekten hak cem,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
619,tercih etme sebep san sürekli hijyenik olma denetle yad franchise kural katı işle kalite zorla,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
620,kalite kasiyer çocuk ağır kal kalabalık yetersiz düzey i takviye hallol bird ağır hesap tap ağır kal anla herşey önündeki bilgisayar hesapla rağmen ağır kal şaşır,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
621,tertemiz ilgi_alaka oldukça hız güler_yüz arkadaş hız güler_yüz görev baş hizmet çeşit teşekkür kurum,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
622,fevkalade fevk mekan temiz tuvalet mükemmel kasa sarı saç beyefendi alkış haket teşekkür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
623,düzen kullan dost park_yer yeterli bank kamelya,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
624,işle müdür sor müdür yetkili kahve makina elektrik kahve kahve makina müşteri hizmet ara ara mesai saat dış kahve kahve müdür sor koskoca yetkili müdür yazık gerçekten yazık bide ulusal la kahve makina koy sorumluluk sen,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
625,kötü diyebil karmakarışık personel bık lüks cip uğra yok kasa sıra say acil değil ileri,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
626,in müdür ayak koku inan tak zor sabun yazık,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
627,suç yüz zor wc,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
628,hava kompresör bozuntu hava indir saat bekle zor yardımcı hava_bas barometre geç denge sonra zar arıza arıza yaz mağdur basit manuel olmama durum,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
629,güzel kazık kısaç as,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
630,gün üçüncü sıkıntı_yaşa şimdi vardiya_değişim dakika bekle artık ötebil görün san eski eser sıfır rezalet,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
631,vardiya_değişim bekle cenaze pişkin pişkin bak alırken seç davran um,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
632,reyon ürün kes durum ilet kasa ilgilen reyon önem değil yakış,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
633,don karşı cam su dön şikayet ürün değil ilgilen,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
634,yenile içeri ferah tuvalet tertemiz,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
635,yönetim alaturka wc büyük küçük hacet gider imkan sun,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
636,güzel mekan güzel kalite hizmet_anlayış,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
637,banka post,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
638,yıl konu değiş yer hile hurd dürüst motor hiçbir sıkıntı_yaşa tertemiz sağlık,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
639,uğra yer,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
640,tercih yer bakım yıka yıka kurula kal herkes kaza bela sür,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
641,mükemmel servis ekip teşekkür wc mescit abdest yer hijyen uygun olarak mükemmel,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
642,olarak tuvalet önem takdir edil uygula teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
643,saat dk girdi görev kişi mesai değişim_saat deyip herkes bekle rağmen mesai saat değişim yalan korna_bas hakaret vs zam dolayı cep yırt ücret pano gözük rağmen fiş zam yansı çile hakaret küçük düşür değer mi,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
644,görev katkı at at sonuç beyaz duman at sürekli usta sor arac ses değiş katkı enjektör yer zarar zarar madde atıp zarar malzeme die yazık değil,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
645,fulle cam kir cam mi cevap cam sor yoğun geleni yad dış yer gide hizmet kalite personel herşey boşuna değil başka_yer,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
646,ev_yakın olma devam uğra bugün büyük şok yaşa ön bekle olmama_rağmen metre sol taraf dur görev ilgilen arka yönel sıra bak şekil davran hoş_değil çağır başka bekle metre bak şaka değil metre olur bak şaka,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
647,yıka kullan alma lazım millet alan ayıp,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
648,yüksek tuvalet özen göster,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
649,yüksek özellikle tavsiye arıza ışık yakin,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
650,kardeş kurum,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
651,ti kazık,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
652,konum itibari denetle olma mühim motorin türlü sahte uygun olma olma gerek,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
653,almak uğra alan wc arkadaş saat kaç inan ilgi_alaka,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
654,sürekli kahve içtik değişim yer güler_yüz ilgili personel başarı,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
655,devam dan üsküdar memnun tertemiz tuvalet kibar teşekkür boz genç,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
656,yardımcı artık usta tebrik teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
657,altunizade göbek tesis içeri çiçek starbucks bulun arka taraf oto_yıka bayağı yoğun tavsiye,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
658,numara_yıldız tesis şahane,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
659,ön geç tanı hisset aile,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
660,elektrik şarj büyük merkez lokasyon tesis,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
661,kullan yoğun kısım çeşit,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
662,yıka uğra köpük makine köpük boşa dış tuvalet sabun boz,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
663,fulle normal kapasite üst,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
664,yağı,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
665,yıka_ücret alan eski fiş,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
666,nakit paket camel ayıp val fırsat zam gelir pazartesi sefer paket hergün uğraş nakit sigara koskoca mahalle bakkal hiçbir,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
667,wc gerekli temiz lavabo üst su köpük peçete dolu pisuvar leş içeri kabin gerekli temiz pandemi dönem aksa uygun değil gerekli gerek hijyen kural sıfır işle yıka kısım sorun_yaşa köpük ücret köpük su süre gerekli düzenle arz,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
668,altunizade yıka leş köpek alt arkadaş köpük koy idare el arkadaş şahit olma_rağmen ora müdür dedik şahıs alın yıka,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
669,mağaza tuvalet kimse sok iste personel bak müşteri karşı ilgi yardımcı ora ekip değiş gerek,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
670,bugün nescafe temas tutar kontrol soluk nescafe telefon bakan diş,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
671,yaz memleket gider dön mut mehmetçik_vakıf tesis uğra geç yad alışveriş sonuç mehmetçik_vakıf şehit gazi aile destek farkındalık yarat teşekkür destek tatil emniyet kemer tak hayat kurtar,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
672,kibar tuvalet temiz alan mehmetçik_vakıf şa gelir,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
673,öncü müşteri ilgili temiz konu istisna teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
674,mehmetçik_vakıf tercih büyük içeri kahve ayrı alan birçok alan alabil mekan yolcu,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
675,yıldız otel tertemiz tertemiz tuvalet güler_yüz hizmet gerçekten tebrik,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
676,ten kullan hiçbir kaynak sorun_yaşa düzen,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
677,bol çeşit ürün armağan dr uygun üstün çeşit güzel mağaza şiddet tavsiye,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
678,gerçekten boz yer diyebil yer alma,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
679,güler_yüz taze ürün cafe,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
680,yer küçük büfe çay güler_yüz,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
681,tem mehmetçik uygula nokta ileri sakın uçan kaç dür meslek aşk tutuş dur ceza yaz yemek başka şevk kal,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
682,mehmetçik_vakıf sağlık gıda mehmetçik_vakıf tuzla kal yakış şekil bulun kalıntı dolu kullan iste tutar düş talep tamam kullan iste beyefendi büyük değil diyerek müşteri sitem edebil tut yaşa uyar iste,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
683,yorgun yüz gerek fiş yanlış çöp at fiş çöp çıkarma iste iste kaba güvenlik görev hiçbir kaba karşılaş,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
684,yorum tesis değil lokanta isim aldat grub olarak dur medeniyet nasip işle çay şehit asker anne bulun grub otur müsaade etmeyerek kal esef kına yid değil sırf yorum gözük saygı bulun tesis dur değil dön bak konu yetkili gerek ilgi bekle mehmetçik ad yakış davran işle gerek,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
685,değil ilgi personel,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
686,kahve kurum ara ilişki gerçekten merak kahve yüz içeri tarafından sandwich dışarı kahve makine olmama_rağmen kağıt bardak sıcak kahve,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
687,yıka geç bakarsın karşı yıka çam su kapa alan umursa,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
688,sıkıntı dinlen tesis yemek yemek hata tamamla hak kullan,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
689,kapı emmi dikil maske seçenek artık mola,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
690,herşey heryer çakmak berceste kahvaltı sınırsız ikbal siyah yeşil zeytin toplam haram,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
691,gerçekten doğru doğru bilgi yer güven alışveriş görünüm güzel ürün rahat incele personel_güler yüz bilgi ürün anlatım kıyasla konu yardımcı ürün,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
692,maltepe güzergah motor seyir ederken lastik patla sonuç bulun kelkit vadi dur sıra görev hasan beyin yardım lastik değiş edebil baş hasan olmak üzere göster yoğun ilgi_alaka ötürü teşekkür borç,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
693,herhangi değişik bulun farket dolu makine yıka tesis bulun bitişik lokum dükkan bulun,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
694,laf içeri yıka uzak dur gerek düşün olmayabil yaşa deneyim yaş fırça san sür sür üzeri leke dur birdaha yıka köpük dış yıka,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
695,normal küçük kahve alan simit poğaça yer,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
696,kalite anla tavsiye,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
697,wc durak in tuvalet inan isle denetim,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
698,hizmet uygula güzel,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
699,sürekli kullan personel hizmet olarak üst_düzey,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
700,gerçekten,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
701,raf ürün çoğu yaz ürün yazık şişir anlam,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
702,istanbul maltepe kelkit vadi istanbul maltepe saydam istanbul kabul_edil rağmen sürekli sistem bozuk deyip alın şikayet oluş rağmen dikkat yaklaşık şekil olmayıp istanbul almadık rezil olup arkadaş borç almak zor_kal şikayet belir rağmen hiçbir çözüm sağla kullan şikayet sosyal medya platform yazma,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
703,yıka dış köpük yıka mesai değişim_saat dış yıka sağ sol bak,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
704,eski cam pırıl kiril bak,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
705,güleryüz görün müşteri iletişim sıfır otopark sorun heryer koy müşteri mağdur,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
706,su alma saat çal içeri unut dön bula kamera bak iste kabul merak saat sev sev hediye,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
707,alıp yüklem ofis hata yaklaşım sergile doğru düzgün vasıf eleman yer gerçekten sinir yorum,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
708,yorum yıka konu yıka kısım berbat ye bekle tamam fırça yıka yaz toz çamur üzeri direk köpük sık başla çamur olarak kal yıka kullan tavsiye,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,True
709,almak bekle personel yetersiz vaz geç başka,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
710,hal becer kabahat bas umursa tavır rahat edici,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
711,gs maç gün trafik sağ bacak uyuş uyarı kimlik sür panik sığın yardımcı kasa minnoş kız iyi güzel,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
712,king hizmet den destek,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
713,konu bütün yarış hal konu,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
714,güleryüz hizmet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
715,yön mükemmel numara_yıldız,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
716,kurum bilinç kalite,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
717,idare reyon kuyruk,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
718,tuvalet uygun kalite,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
719,güler_yüz tuvalet tercih sebep,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
720,işle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
721,arkadaş ötebil boş boş bekle nakit alma sıra farket öncelik misket davran tavsiye,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
